EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_6a_nivel_86448000,inp05_input_6b_nivel_D-14H_86448000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_10a_nivel_86430900,inp10_input_10b_nivel_D-14h_86430900,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
19,1,Treino,2025,8,23,8,0,202508230800,2025-08-23 08:00,503,-21,3.933333333333334,14690,-106,368,1,-13,29009,1,452,503,452,441.5912526966488,-10.40874730335122,10.40874730335122,108.3420204250213,503,2601,1,Treino
20,1,Treino,2025,9,2,18,0,202509021800,2025-09-02 18:00,303,49,0.5909090909090908,14743,36,266,0,21,29030,-25,405,303,405,342.8762869067458,-62.1237130932542,62.1237130932542,3859.355728492963,303,10404,1,Treino
20,1,Treino,2025,9,2,19,0,202509021900,2025-09-02 19:00,351,48,0.5909090909090908,14738,30,277,11,21,29024,-31,409,351,409,386.1653849560782,-22.83461504392176,22.83461504392176,521.4196442040978,351,3364,1,Treino
20,1,Treino,2025,9,2,20,0,202509022000,2025-09-02 20:00,365,14,0.5909090909090908,14734,26,299,33,27,29019,-36,418,365,418,377.8785966028584,-40.12140339714165,40.12140339714165,1609.727010556169,365,2809,1,Treino
20,1,Treino,2025,9,2,21,0,202509022100,2025-09-02 21:00,373,8,0.609090909090909,14730,26,315,38,19,29015,-40,436,373,436,372.6518109440088,-63.34818905599116,63.34818905599116,4012.993056673597,373,3969,1,Treino
20,1,Treino,2025,9,2,22,0,202509022200,2025-09-02 22:00,384,11,0.609090909090909,14726,26,325,26,7,29010,-45,456,384,456,379.1130817451121,-76.88691825488786,76.88691825488786,5911.598198733808,384,5184,1,Treino
20,1,Treino,2025,9,2,23,0,202509022300,2025-09-02 23:00,395,11,0.609090909090909,14724,24,332,17,0,29005,-50,488,395,488,385.3721233961888,-102.6278766038112,102.6278766038112,10532.48105620709,395,8649,1,Treino
20,1,Treino,2025,9,3,0,0,202509030000,2025-09-03 00:00,400,5,0.609090909090909,14722,22,339,14,3,29000,-55,532,400,532,381.8323141939281,-150.1676858060719,150.1676858060719,22550.33386035111,400,17424,1,Treino
20,1,Treino,2025,9,3,1,0,202509030100,2025-09-03 01:00,402,2,0.609090909090909,14720,20,344,12,23,28997,-58,564,402,564,384.1910577076934,-179.8089422923066,179.8089422923066,32331.25572827804,402,26244,1,Treino
20,1,Treino,2025,9,3,2,0,202509030200,2025-09-03 02:00,405,3,0.609090909090909,14718,16,346,7,26,29000,-55,602,405,602,384.9012697365176,-217.0987302634824,217.0987302634824,47131.85868201627,405,38809,1,Treino
20,1,Treino,2025,9,3,3,0,202509030300,2025-09-03 03:00,409,4,0.609090909090909,14715,6,347,3,20,29003,-61,636,409,636,388.3665068936814,-247.6334931063186,247.6334931063186,61322.34690803714,409,51529,1,Treino
20,1,Treino,2025,9,3,4,0,202509030400,2025-09-03 04:00,418,9,0.609090909090909,14711,-7,347,1,13,29005,-52,668,418,668,401.1440077423173,-266.8559922576827,266.8559922576827,71212.12060383242,418,62500,1,Treino
20,1,Treino,2025,9,3,5,0,202509030500,2025-09-03 05:00,436,18,0.609090909090909,14708,-19,346,-1,8,29007,-44,694,436,694,440.1851443818225,-253.8148556181775,253.8148556181775,64421.98093247628,436,66564,1,Treino
20,1,Treino,2025,9,3,6,0,202509030600,2025-09-03 06:00,456,20,0.8424242424242423,14705,-33,346,-1,2,29009,-35,729,456,729,470.4320726926808,-258.5679273073192,258.5679273073192,66857.37303200312,456,74529,1,Treino
20,1,Treino,2025,9,3,7,0,202509030700,2025-09-03 07:00,488,32,1.400757575757576,14700,-44,347,1,1,29010,-27,757,488,757,550.7320388477598,-206.2679611522402,206.2679611522402,42546.47179790208,488,72361,1,Treino
20,1,Treino,2025,9,3,8,0,202509030800,2025-09-03 08:00,532,44,2.767424242424243,14700,-43,351,5,4,29011,-19,772,532,772,630.0475879592406,-141.9524120407594,141.9524120407594,20150.48728418954,532,57600,1,Treino
20,1,Treino,2025,9,3,9,0,202509030900,2025-09-03 09:00,564,32,3.717424242424242,14700,-38,352,5,-10,29012,-12,784,564,784,647.7059323526106,-136.2940676473894,136.2940676473894,18576.07287587116,564,48400,1,Treino
20,1,Treino,2025,9,3,10,0,202509031000,2025-09-03 10:00,602,38,4.325757575757576,14701,-33,350,-1,-24,29014,-5,793,602,793,718.4966758193963,-74.50332418060373,74.50332418060373,5550.745313960132,602,36481,1,Treino
20,1,Treino,2025,9,3,11,0,202509031100,2025-09-03 11:00,636,34,4.325757575757576,14708,-22,328,-24,-38,29015,0,799,636,799,752.1137911594184,-46.88620884058162,46.88620884058162,2198.316579442634,636,26569,1,Treino
20,1,Treino,2025,9,3,12,0,202509031200,2025-09-03 12:00,668,32,4.375757575757576,14709,-17,304,-46,-34,29017,7,801,668,801,788.4928983789454,-12.50710162105463,12.50710162105463,156.4275909593874,668,17689,1,Treino
20,1,Treino,2025,9,3,13,0,202509031300,2025-09-03 13:00,694,26,4.400757575757576,14713,-11,287,-41,-24,29019,14,801,694,801,788.6710984927806,-12.32890150721937,12.32890150721937,152.0018123747161,694,11449,1,Treino
20,1,Treino,2025,9,3,14,0,202509031400,2025-09-03 14:00,729,35,4.400757575757576,14715,-7,274,-30,-20,29023,23,797,729,797,873.4694699976228,76.46946999762281,76.46946999762281,5847.579841717335,729,4624,1,Treino
20,1,Treino,2025,9,3,15,0,202509031500,2025-09-03 15:00,757,28,4.400757575757576,14720,0,266,-21,-13,29029,32,791,757,791,865.313656257336,74.31365625733599,74.31365625733599,5522.519506333493,757,1156,1,Treino
20,1,Treino,2025,9,3,16,0,202509031600,2025-09-03 16:00,772,15,4.400757575757576,14725,7,266,-8,-2,29034,34,785,772,785,784.2881678240055,-0.7118321759944592,0.7118321759944592,0.5067050467810068,772,169,1,Treino
20,1,Treino,2025,9,3,17,0,202509031700,2025-09-03 17:00,784,12,4.400757575757576,14724,9,266,0,-1,29038,35,780,784,780,779.9449392006666,-0.05506079933343244,0.05506079933343244,0.003031691623236514,784,16,1,Treino
20,1,Treino,2025,9,3,18,0,202509031800,2025-09-03 18:00,793,9,4.400757575757576,14719,8,266,0,0,29040,35,778,793,778,773.4988595618114,-4.5011404381886,4.5011404381886,20.26026524429666,793,225,1,Treino
20,1,Treino,2025,9,3,19,0,202509031900,2025-09-03 19:00,799,6,4.400757575757576,14713,5,271,5,6,29038,31,784,799,784,756.4729578463119,-27.52704215368806,27.52704215368806,757.7380497309192,799,225,1,Treino
20,1,Treino,2025,9,3,20,0,202509032000,2025-09-03 20:00,801,2,4.400757575757576,14707,2,292,26,21,29032,23,785,801,785,718.7438129110471,-66.25618708895286,66.25618708895286,4389.882327566324,801,256,1,Treino
20,1,Treino,2025,9,3,21,0,202509032100,2025-09-03 21:00,801,0,4.400757575757576,14706,6,304,33,11,29024,14,783,801,783,720.1808267141831,-62.81917328581687,62.81917328581687,3946.248532313488,801,324,1,Treino
20,1,Treino,2025,9,3,22,0,202509032200,2025-09-03 22:00,797,-4,4.400757575757576,14707,7,321,29,13,29018,7,779,797,779,698.8660228859545,-80.13397711404548,80.13397711404548,6421.454288114364,797,324,1,Treino
20,1,Treino,2025,9,3,23,0,202509032300,2025-09-03 23:00,791,-6,4.400757575757576,14710,10,329,25,7,29010,-2,774,791,774,696.0906144864754,-77.90938551352463,77.90938551352463,6069.872351095001,791,289,1,Treino
20,1,Treino,2025,9,4,0,0,202509040000,2025-09-04 00:00,785,-6,4.667424242424243,14713,12,332,11,5,29003,-11,771,785,771,691.4551076759388,-79.54489232406115,79.54489232406115,6327.389894846483,785,196,1,Treino
20,1,Treino,2025,9,4,1,0,202509040100,2025-09-04 01:00,780,-5,4.500757575757576,14713,5,334,5,24,28996,-19,765,780,765,669.5786026524191,-95.42139734758086,95.42139734758086,9105.243071764913,780,225,1,Treino
20,1,Treino,2025,9,4,2,0,202509040200,2025-09-04 02:00,778,-2,4.467424242424242,14710,1,333,1,23,28996,-21,757,778,757,680.3942314334708,-76.60576856652915,76.60576856652915,5868.443777668625,778,441,1,Treino
20,1,Treino,2025,9,4,3,0,202509040300,2025-09-04 03:00,784,6,4.321969696969697,14716,3,321,-13,5,28999,-20,747,784,747,733.6572740475123,-13.34272595248774,13.34272595248774,178.0283358431899,784,1369,1,Treino
20,1,Treino,2025,9,4,4,0,202509040400,2025-09-04 04:00,785,1,4.121969696969697,14727,12,306,-27,-2,29002,-21,736,785,736,714.8945340291787,-21.10546597082134,21.10546597082134,445.4406938454977,785,2401,1,Treino
20,1,Treino,2025,9,4,5,0,202509040500,2025-09-04 05:00,783,-2,4.076515151515151,14732,12,295,-26,-3,29006,-23,726,783,726,707.0272623783343,-18.97273762166571,18.97273762166571,359.9647728605696,783,3249,1,Treino
20,1,Treino,2025,9,4,6,0,202509040600,2025-09-04 06:00,779,-4,4.421969696969697,14739,14,288,-18,-7,29009,-25,719,779,719,707.0502701560076,-11.94972984399237,11.94972984399237,142.796043344402,779,3600,1,Treino
20,1,Treino,2025,9,4,7,0,202509040700,2025-09-04 07:00,774,-5,4.494696969696969,14742,18,283,-12,-5,29013,-25,718,774,718,703.2145401749941,-14.78545982500589,14.78545982500589,218.6098222368631,774,3136,1,Treino
20,1,Treino,2025,9,4,8,0,202509040800,2025-09-04 08:00,771,-3,5.77651515151515,14747,28,279,-9,-4,29017,-23,721,771,721,707.826397106395,-13.17360289360499,13.17360289360499,173.5438131983979,771,2500,1,Treino
20,1,Treino,2025,9,4,9,0,202509040900,2025-09-04 09:00,765,-6,10.13106060606061,14751,38,276,-7,-8,29024,-14,721,765,721,698.3851796477376,-22.61482035226243,22.61482035226243,511.4300995651029,765,1936,1,Treino
20,1,Treino,2025,9,4,10,0,202509041000,2025-09-04 10:00,757,-8,17.63106060606061,14758,51,274,-5,-23,29031,-1,716,757,716,700.6812913783298,-15.31870862167023,15.31870862167023,234.6628338356337,757,1681,1,Treino
20,1,Treino,2025,9,4,11,0,202509041100,2025-09-04 11:00,747,-10,20.18560606060606,14762,56,272,-4,-14,29029,5,699,747,699,670.7782248918996,-28.22177510810036,28.22177510810036,796.468590252193,747,2304,1,Treino
20,1,Treino,2025,9,4,12,0,202509041200,2025-09-04 12:00,736,-11,23.34924242424243,14767,60,271,-3,-18,29027,9,679,736,679,657.2555629256099,-21.74443707439013,21.74443707439013,472.8205436821122,736,3249,1,Treino
20,1,Treino,2025,9,4,13,0,202509041300,2025-09-04 13:00,726,-10,27.31287878787879,14774,64,271,-1,-8,29023,13,664,726,664,633.0572015936034,-30.94279840639661,30.94279840639661,957.4567732189003,726,3844,1,Treino
20,1,Treino,2025,9,4,14,0,202509041400,2025-09-04 14:00,719,-7,30.44924242424243,14786,73,272,1,-2,29020,17,652,719,652,627.3506500164739,-24.64934998352612,24.64934998352612,607.5904546103592,719,4489,1,Treino
20,1,Treino,2025,9,4,15,0,202509041500,2025-09-04 15:00,718,-1,31.31287878787879,14787,74,277,6,3,29016,20,644,718,644,642.4986877214639,-1.501312278536147,1.501312278536147,2.253938557683399,718,5476,1,Treino
20,1,Treino,2025,9,4,16,0,202509041600,2025-09-04 16:00,721,3,32.56742424242425,14786,76,308,36,32,29012,16,637,721,637,649.5349848567929,12.5349848567929,12.5349848567929,157.1258453600274,721,7056,1,Treino
20,1,Treino,2025,9,4,17,0,202509041700,2025-09-04 17:00,721,0,33.95833333333334,14778,62,342,65,46,29007,8,629,721,629,622.8904847476668,-6.109515252333154,6.109515252333154,37.32617661849144,721,8464,1,Treino
20,1,Treino,2025,9,4,18,0,202509041800,2025-09-04 18:00,716,-5,36.40681818181818,14789,62,368,60,41,29004,2,618,716,618,602.5314674757815,-15.46853252421852,15.46853252421852,239.2754984528061,716,9604,1,Treino
20,1,Treino,2025,9,4,19,0,202509041900,2025-09-04 19:00,699,-17,37.36666666666667,14787,55,407,65,50,29000,-6,611,699,611,546.8854950785586,-64.11450492144138,64.11450492144138,4110.669741321531,699,7744,1,Treino
20,1,Treino,2025,9,4,20,0,202509042000,2025-09-04 20:00,679,-20,37.47272727272728,14775,36,441,73,41,28997,-12,605,679,605,536.8302066951965,-68.16979330480353,68.16979330480353,4647.120719219637,679,5476,1,Treino
20,1,Treino,2025,9,4,21,0,202509042100,2025-09-04 21:00,664,-15,37.86818181818182,14765,23,459,52,23,28994,-19,596,664,596,546.5587819094769,-49.44121809052308,49.44121809052308,2444.434046274667,664,4624,1,Treino
20,1,Treino,2025,9,4,22,0,202509042200,2025-09-04 22:00,652,-12,39.35984848484848,14757,10,464,23,9,28992,-25,587,652,587,551.072829727299,-35.92717027270101,35.92717027270101,1290.761563803651,652,4225,1,Treino
20,1,Treino,2025,9,4,23,0,202509042300,2025-09-04 23:00,644,-8,40.0689393939394,14745,-6,467,8,6,28990,-34,572,644,572,563.6914419084848,-8.308558091515238,8.308558091515238,69.03213756008333,644,5184,1,Treino
20,1,Treino,2025,9,5,0,0,202509050000,2025-09-05 00:00,637,-7,40.78257575757576,14730,-28,469,5,4,28990,-41,538,637,538,568.9529905629881,30.95299056298813,30.95299056298813,958.0876247924325,637,9801,1,Treino
20,1,Treino,2025,9,5,1,0,202509050100,2025-09-05 01:00,629,-8,40.97575757575758,14725,-37,471,4,4,28992,-37,517,629,517,556.2247260898322,39.22472608983219,39.22472608983219,1538.579136822362,629,12544,1,Treino
20,1,Treino,2025,9,5,2,0,202509050200,2025-09-05 02:00,618,-11,41.08484848484849,14720,-47,473,4,3,28998,-29,506,618,506,532.2650877068526,26.26508770685257,26.26508770685257,689.8548322486579,618,12544,1,Treino
20,1,Treino,2025,9,5,3,0,202509050300,2025-09-05 03:00,611,-7,41.1939393939394,14718,-56,474,3,1,28999,-24,503,611,503,542.3854100151417,39.3854100151417,39.3854100151417,1551.210522060824,611,11664,1,Treino
20,1,Treino,2025,9,5,4,0,202509050400,2025-09-05 04:00,605,-6,41.39393939393941,14721,-65,475,2,0,29002,-18,506,605,506,541.859748457372,35.85974845737201,35.85974845737201,1285.921559425994,605,9801,1,Treino
20,1,Treino,2025,9,5,5,0,202509050500,2025-09-05 05:00,596,-9,41.7939393939394,14718,-69,476,2,-4,29008,-8,521,596,521,520.4062793784389,-0.5937206215611468,0.5937206215611468,0.3525041764669545,596,5625,1,Treino
20,1,Treino,2025,9,5,6,0,202509050600,2025-09-05 06:00,587,-9,41.9539393939394,14712,-74,476,1,-31,29013,1,550,587,550,525.8071784692902,-24.19282153070981,24.19282153070981,585.2926136167761,587,1369,1,Treino
20,1,Treino,2025,9,5,7,0,202509050700,2025-09-05 07:00,572,-15,41.9939393939394,14706,-72,476,0,-34,29019,12,566,572,566,493.1269587961815,-72.8730412038185,72.8730412038185,5310.480134293429,572,36,1,Treino
20,1,Treino,2025,9,5,8,0,202509050800,2025-09-05 08:00,538,-34,42.0539393939394,14701,-88,476,0,-26,29026,22,571,538,571,437.231679647639,-133.768320352361,133.768320352361,17893.96352989188,538,1089,1,Treino
20,1,Treino,2025,9,5,9,0,202509050900,2025-09-05 09:00,517,-21,42.0539393939394,14707,-80,476,0,-39,29032,32,569,517,569,438.686491457324,-130.313508542676,130.313508542676,16981.61050870209,517,2704,1,Treino
20,1,Treino,2025,9,5,10,0,202509051000,2025-09-05 10:00,506,-11,42.0539393939394,14724,-51,456,-20,-54,29038,41,563,506,563,445.7195659462502,-117.2804340537498,117.2804340537498,13754.70021183595,506,3249,1,Treino
20,1,Treino,2025,9,5,11,0,202509051100,2025-09-05 11:00,503,-3,42.0539393939394,14739,-26,423,-53,-51,29043,49,547,503,547,467.9926100095281,-79.00738999047189,79.00738999047189,6242.167673106518,503,1936,1,Treino
20,1,Treino,2025,9,5,12,0,202509051200,2025-09-05 12:00,506,3,41.91454545454546,14753,-4,407,-49,-21,29049,57,534,506,534,481.2210753774052,-52.77892462259479,52.77892462259479,2785.614884317542,506,784,1,Treino
20,1,Treino,2025,9,5,13,0,202509051300,2025-09-05 13:00,521,15,41.9509090909091,14765,20,402,-21,-8,29056,66,521,521,521,528.9761560652704,7.976156065270402,7.976156065270402,63.61906557754982,521,0,1,Treino
20,1,Treino,2025,9,5,14,0,202509051400,2025-09-05 14:00,550,29,41.9509090909091,14758,28,404,-3,0,29066,76,511,550,511,616.4667169741676,105.4667169741676,105.4667169741676,11123.22838930918,550,1521,1,Treino
20,1,Treino,2025,9,5,15,0,202509051500,2025-09-05 15:00,566,16,41.96909090909092,14749,24,439,37,33,29076,84,503,566,503,574.2834891463626,71.28348914636263,71.28348914636263,5081.335824879598,566,3969,1,Treino
20,1,Treino,2025,9,5,16,0,202509051600,2025-09-05 16:00,571,5,42.00545454545455,14734,14,469,65,28,29086,88,496,571,496,529.5427624548051,33.54276245480514,33.54276245480514,1125.116913099486,571,5625,1,Treino
20,1,Treino,2025,9,5,17,0,202509051700,2025-09-05 17:00,569,-2,42.02545454545456,14722,4,480,41,10,29096,97,490,569,490,510.0715767901636,20.07157679016359,20.07157679016359,402.8681948434337,569,6241,1,Treino
20,1,Treino,2025,9,5,18,0,202509051800,2025-09-05 18:00,563,-6,41.68000000000001,14711,-10,484,15,3,29103,101,484,563,484,499.5604992790428,15.5604992790428,15.5604992790428,242.1291378130915,563,6241,1,Treino
20,1,Treino,2025,9,5,19,0,202509051900,2025-09-05 19:00,547,-16,41.60727272727274,14700,-18,486,6,1,29106,98,479,547,479,454.8665557075954,-24.13344429240465,24.13344429240465,582.4231334145984,547,4624,1,Treino
20,1,Treino,2025,9,5,20,0,202509052000,2025-09-05 20:00,534,-13,40.32545454545456,14700,-12,487,3,1,29109,96,474,534,474,454.9465588172759,-19.0534411827241,19.0534411827241,363.0336209035268,534,3600,1,Treino
20,1,Treino,2025,9,5,21,0,202509052100,2025-09-05 21:00,521,-13,35.95272727272728,14700,-6,487,1,0,29110,91,467,521,467,442.7767459761826,-24.22325402381739,24.22325402381739,586.7660355023853,521,2916,1,Treino
20,1,Treino,2025,9,5,22,0,202509052200,2025-09-05 22:00,511,-10,28.47272727272727,14707,6,487,0,0,29110,84,461,511,461,436.5216847518892,-24.47831524811079,24.47831524811079,599.1879173858931,511,2500,1,Treino
20,1,Treino,2025,9,5,23,0,202509052300,2025-09-05 23:00,503,-8,25.93818181818181,14718,11,486,-1,-1,29112,80,458,503,458,433.5820486222339,-24.41795137776614,24.41795137776614,596.2363494869516,503,2025,1,Treino
