EVENTO,SERIE,CONJUNTO,ANO,MES,DIA,HORA,MINUTO,COD_SEQUENCIAL,DATA_HORA,inp01_input_1_nivel_86472600,inp02_input_2_nivel_D-1h_86472600,inp03_input_3_chuva_med_acum_36h,inp04_input_4a_nivel_86298000,inp05_input_4b_nivel_D-10H_86298000,inp06_input_7a_nivel_86472000,inp07_input_7b_nivel_D-2h_86472000,inp08_input_7c_nivel_A-14h_86472000,inp09_input_8a_nivel_86125130,inp10_input_8b_nivel_D-11h_86125130,inp11_input_14_nivel_D-8h_86472600,inp12_input_15_nivel_D-12h_86472600,saida_8h_conv_nivel_8h_86472600,NIVEL_ATUAL_CM,OBSERVADO_CM_AUDITORIA,RNA_CM,ALT_OBSERVADA_CM,ALT_RNA_CM,ERRO_RNA_CM,ERRO_ABS_CM,E2_RNA,PERS_BASE_NIVEL_ATUAL_CM,E2_PERS,SERIE_AUDITORIA,CONJUNTO_AUDITORIA
12,1,Treino,2024,10,6,5,0,202410060500,2024-10-06 05:00,300,6,2.617948717948718,189,5,515,-8,-6,111,-3,-38,-39,337,300,337,326.0046386378178,37,26.00463863781783,-10.99536136218217,10.99536136218217,120.8979714849685,300,1369,1,Treino
12,1,Treino,2024,10,6,6,0,202410060600,2024-10-06 06:00,307,7,3.033333333333334,188,-2,510,-12,-5,111,-2,-25,-34,337,307,337,332.370231924039,30,25.37023192403899,-4.62976807596101,4.62976807596101,21.43475243718771,307,900,1,Treino
12,1,Treino,2024,10,6,7,0,202410060700,2024-10-06 07:00,312,5,3.048717948717949,188,-6,508,-7,-1,110,-3,-13,-30,336,312,336,332.8195596648205,24,20.81955966482053,-3.180440335179469,3.180440335179469,10.11520072563649,312,576,1,Treino
12,1,Treino,2024,10,6,8,0,202410060800,2024-10-06 08:00,316,4,3.048717948717949,181,-15,508,-2,14,109,-3,-4,-26,336,316,336,339.6907318519637,20,23.69073185196373,3.690731851963733,3.690731851963733,13.62150160309965,316,400,1,Treino
12,1,Treino,2024,10,6,9,0,202410060900,2024-10-06 09:00,323,7,3.033333333333333,171,-24,507,-1,18,109,-3,15,-15,335,323,335,344.4712229478905,12,21.47122294789051,9.47122294789051,9.47122294789051,89.7040641286478,323,144,1,Treino
12,1,Treino,2024,10,6,10,0,202410061000,2024-10-06 10:00,331,8,2.864102564102564,152,-40,507,-1,11,109,-3,32,-1,334,331,334,344.2485074601464,3,13.24850746014636,10.24850746014636,10.24850746014636,105.0319051606755,331,9,1,Treino
12,1,Treino,2024,10,6,11,0,202410061100,2024-10-06 11:00,335,4,2.802564102564102,139,-52,506,-1,-1,109,-3,41,10,333,335,333,333.9006449092816,-2,-1.099355090718404,0.9006449092815956,0.9006449092815956,0.8111612526148535,335,4,1,Treino
12,1,Treino,2024,10,6,12,0,202410061200,2024-10-06 12:00,337,2,2.802564102564102,121,-69,506,-1,-8,109,-2,43,17,332,337,332,329.4318479066538,-5,-7.568152093346157,-2.568152093346157,2.568152093346157,6.595405174558248,337,25,1,Treino
12,1,Treino,2024,10,6,13,0,202410061300,2024-10-06 13:00,337,0,2.648717948717949,103,-87,501,-5,-11,109,-2,37,29,332,337,332,322.0384820166664,-5,-14.96151798333358,-9.961517983333579,9.961517983333579,99.23184053227828,337,25,1,Treino
12,1,Treino,2024,10,6,14,0,202410061400,2024-10-06 14:00,337,0,2.417948717948718,97,-92,491,-15,-12,109,-2,30,38,332,337,332,317.6419381736819,-5,-19.35806182631813,-14.35806182631813,14.35806182631813,206.1539394083741,337,25,1,Treino
12,1,Treino,2024,10,6,15,0,202410061500,2024-10-06 15:00,336,-1,2.341025641025641,97,-92,480,-21,-10,109,-2,24,42,331,336,331,311.8995914800037,-5,-24.10040851999634,-19.10040851999634,19.10040851999634,364.8256056307486,336,25,1,Treino
12,1,Treino,2024,10,6,16,0,202410061600,2024-10-06 16:00,336,0,2.223076923076923,119,-69,470,-21,-14,109,-2,20,42,331,336,331,308.6012596397687,-5,-27.39874036023127,-22.39874036023127,22.39874036023127,501.7035697250533,336,25,1,Treino
12,1,Treino,2024,10,6,17,0,202410061700,2024-10-06 17:00,335,-1,2.161538461538461,144,-44,463,-17,-15,108,-3,12,35,330,335,330,303.6911124508431,-5,-31.30888754915691,-26.30888754915691,26.30888754915691,692.1575640741834,335,25,1,Treino
12,1,Treino,2024,10,6,18,0,202410061800,2024-10-06 18:00,334,-1,2.053846153846154,163,-18,461,-9,-1,109,-1,3,27,330,334,330,306.6065661547341,-4,-27.39343384526592,-23.39343384526592,23.39343384526592,547.2527470728329,334,16,1,Treino
12,1,Treino,2024,10,6,19,0,202410061900,2024-10-06 19:00,333,-1,1.9,172,1,461,-2,7,109,0,-2,21,330,333,330,307.6736468823907,-3,-25.3263531176093,-22.3263531176093,22.3263531176093,498.4660435321825,333,9,1,Treino
12,1,Treino,2024,10,6,20,0,202410062000,2024-10-06 20:00,332,-1,1.702797202797202,179,27,461,0,5,108,-1,-5,16,330,332,330,305.7203827355006,-2,-26.27961726449939,-24.27961726449939,24.27961726449939,589.499814510577,332,4,1,Treino
12,1,Treino,2024,10,7,0,0,202410070000,2024-10-07 00:00,331,0,1.46074592074592,191,94,455,-3,-1,107,-2,-5,-6,335,331,335,316.2665653763057,4,-14.73343462369428,-18.73343462369428,18.73343462369428,350.9415728002276,331,16,1,Treino
12,1,Treino,2024,10,7,2,0,202410070200,2024-10-07 02:00,330,0,1.383822843822843,192,73,480,25,15,100,-9,-4,-7,337,330,337,322.7741737194561,7,-7.225826280543856,-14.22582628054386,14.22582628054386,202.3741333642122,330,49,1,Treino
12,1,Treino,2024,10,7,3,0,202410070300,2024-10-07 03:00,330,0,1.383822843822843,193,49,495,30,20,106,-3,-3,-6,337,330,337,317.9983167703602,7,-12.00168322963975,-19.00168322963975,19.00168322963975,361.0639655595726,330,49,1,Treino
12,1,Treino,2024,10,7,4,0,202410070400,2024-10-07 04:00,330,0,1.537668997668997,193,30,500,20,15,107,-1,-2,-6,337,330,337,316.6444226800296,7,-13.35557731997039,-20.35557731997039,20.35557731997039,414.3495280292931,330,49,1,Treino
12,1,Treino,2024,10,7,5,0,202410070500,2024-10-07 05:00,330,0,1.62997668997669,191,19,502,7,13,107,-2,-2,-5,337,330,337,318.4259393558236,7,-11.57406064417637,-18.57406064417637,18.57406064417637,344.9957288135415,330,49,1,Treino
12,1,Treino,2024,10,7,6,0,202410070600,2024-10-07 06:00,330,0,1.645361305361305,191,12,502,2,10,107,-2,-2,-4,338,330,338,318.3285021974252,8,-11.67149780257478,-19.67149780257478,19.67149780257478,386.9678257967043,330,64,1,Treino
12,1,Treino,2024,10,7,7,0,202410070700,2024-10-07 07:00,333,3,1.629976689976689,186,2,500,-2,5,107,-1,2,0,338,333,338,324.5737439143664,5,-8.426256085633554,-13.42625608563355,13.42625608563355,180.264352477012,333,25,1,Treino
12,1,Treino,2024,10,7,8,0,202410070800,2024-10-07 08:00,335,2,1.645361305361305,175,-12,492,-10,-6,100,-8,4,3,338,335,338,326.2788907402118,3,-8.72110925978825,-11.72110925978825,11.72110925978825,137.3844022798939,335,9,1,Treino
12,1,Treino,2024,10,7,9,0,202410070900,2024-10-07 09:00,336,1,1.62997668997669,161,-28,482,-18,-10,100,-7,6,4,339,336,339,323.9061326656958,3,-12.09386733430415,-15.09386733430415,15.09386733430415,227.8248311055739,336,9,1,Treino
12,1,Treino,2024,10,7,10,0,202410071000,2024-10-07 10:00,337,1,1.62997668997669,157,-34,478,-14,-4,100,-7,7,5,339,337,339,329.2409803235718,2,-7.759019676428238,-9.759019676428238,9.759019676428238,95.23846504491351,337,4,1,Treino
12,1,Treino,2024,10,7,13,0,202410071300,2024-10-07 13:00,337,0,1.506899766899767,154,-39,472,-4,0,106,6,7,7,341,337,341,317.388996997945,4,-19.61100300205499,-23.61100300205499,23.61100300205499,557.4794627630496,337,16,1,Treino
12,1,Treino,2024,10,7,14,0,202410071400,2024-10-07 14:00,338,1,1.614592074592074,151,-42,472,-2,1,101,-5,8,8,339,338,339,332.3005997998347,1,-5.699400200165314,-6.699400200165314,6.699400200165314,44.88196304197506,338,1,1,Treino
12,1,Treino,2024,10,7,15,0,202410071500,2024-10-07 15:00,338,0,1.86074592074592,153,-38,472,0,-10,99,-8,5,8,338,338,338,325.8294370198674,0,-12.17056298013256,-12.17056298013256,12.17056298013256,148.1226032533731,338,0,1,Treino
12,1,Treino,2024,10,7,16,0,202410071600,2024-10-07 16:00,338,0,1.72997668997669,155,-36,472,0,-15,100,-7,3,8,339,338,339,322.2252829207049,1,-15.7747170792951,-16.7747170792951,16.7747170792951,281.3911330903948,338,1,1,Treino
12,1,Treino,2024,10,7,17,0,202410071700,2024-10-07 17:00,339,1,1.806899766899767,159,-27,472,0,-15,90,-17,3,9,348,339,348,332.0272234185339,9,-6.972776581466064,-15.97277658146606,15.97277658146606,255.1295917214307,339,81,1,Treino
12,1,Treino,2024,10,7,18,0,202410071800,2024-10-07 18:00,339,0,2.245361305361306,160,-15,465,-7,-12,88,-19,2,9,359,339,359,329.8246794540958,20,-9.175320545904242,-29.17532054590424,29.17532054590424,851.1993289562622,339,400,1,Treino
12,1,Treino,2024,10,7,19,0,202410071900,2024-10-07 19:00,341,2,3.399207459207459,161,0,456,-16,-11,88,-12,4,8,366,341,366,330.8158571519019,25,-10.18414284809808,-35.18414284809808,35.18414284809808,1237.923907955371,341,625,1,Treino
12,1,Treino,2024,10,7,20,0,202410072000,2024-10-07 20:00,342,1,3.553053613053613,160,3,443,-22,-13,94,-6,5,7,369,342,369,325.0230858306746,27,-16.97691416932537,-43.97691416932537,43.97691416932537,1933.96897985621,342,729,1,Treino
12,1,Treino,2024,10,7,21,0,202410072100,2024-10-07 21:00,341,-1,4.860745920745921,164,13,434,-22,-7,102,2,4,5,370,341,370,316.7530625781998,29,-24.24693742180023,-53.24693742180023,53.24693742180023,2835.236344801109,341,841,1,Treino
12,1,Treino,2024,10,7,22,0,202410072200,2024-10-07 22:00,339,-2,7.42997668997669,164,14,430,-13,4,102,-5,1,2,370,339,370,326.8265303777212,31,-12.17346962227884,-43.17346962227884,43.17346962227884,1863.948479225834,339,961,1,Treino
12,1,Treino,2024,10,7,23,0,202410072300,2024-10-07 23:00,338,-1,8.937668997668998,163,9,436,2,16,103,-4,0,1,369,338,369,334.2850371486006,31,-3.714962851399378,-34.71496285139938,34.71496285139938,1205.128645774039,338,961,1,Treino
12,1,Treino,2024,10,8,0,0,202410080000,2024-10-08 00:00,339,1,9.537668997668998,161,10,446,16,14,103,-3,1,2,365,339,365,335.9985265266581,26,-3.001473473341889,-29.00147347334189,29.00147347334189,841.0854636249533,339,676,1,Treino
12,1,Treino,2024,10,8,1,0,202410080100,2024-10-08 01:00,348,9,11.06074592074592,159,6,458,22,14,103,2,9,11,360,348,360,353.7730136915449,12,5.773013691544861,-6.226986308455139,6.226986308455139,38.77535848568776,348,144,1,Treino
12,1,Treino,2024,10,8,2,0,202410080200,2024-10-08 02:00,359,11,11.76843822843823,157,2,472,26,16,103,4,20,21,357,359,357,361.2340978790578,-2,2.234097879057799,4.234097879057799,4.234097879057799,17.92758484944175,359,4,1,Treino
12,1,Treino,2024,10,8,3,0,202410080300,2024-10-08 03:00,366,7,12.12228438228438,155,-4,477,19,7,103,3,25,28,357,366,357,359.1830128995874,-9,-6.816987100412575,2.183012899587425,2.183012899587425,4.765545319765096,366,81,1,Treino
12,1,Treino,2024,10,8,4,0,202410080400,2024-10-08 04:00,369,3,13.10689976689977,155,-5,478,6,1,104,14,27,31,359,369,359,341.1525224467064,-10,-27.84747755329363,-17.84747755329363,17.84747755329363,318.53245501532,369,100,1,Treino
12,1,Treino,2024,10,8,5,0,202410080500,2024-10-08 05:00,370,1,14.78382284382284,157,-4,477,0,-1,104,16,29,31,362,370,362,335.3141440671162,-8,-34.68585593288378,-26.68585593288378,26.68585593288378,712.1349068706286,370,64,1,Treino
12,1,Treino,2024,10,8,6,0,202410080600,2024-10-08 06:00,370,0,15.64536130536131,158,-2,469,-9,-8,104,16,31,31,368,370,368,333.1123968959668,-2,-36.88760310403325,-34.88760310403325,34.88760310403325,1217.14485034455,370,4,1,Treino
12,1,Treino,2024,10,8,7,0,202410080700,2024-10-08 07:00,369,-1,16.70689976689977,160,-4,461,-16,-8,104,10,31,28,375,369,375,335.8043903806835,6,-33.19560961931654,-39.19560961931654,39.19560961931654,1536.295813429859,369,36,1,Treino
12,1,Treino,2024,10,8,8,0,202410080800,2024-10-08 08:00,365,-4,17.38102564102564,161,-3,457,-12,3,104,2,26,23,384,365,384,333.1121231813268,19,-31.88787681867325,-50.88787681867325,50.88787681867325,2589.576007112462,365,361,1,Treino
12,1,Treino,2024,10,8,9,0,202410080900,2024-10-08 09:00,360,-5,17.92564102564103,161,-2,461,0,13,104,2,12,19,402,360,402,330.9778658679545,42,-29.02213413204549,-71.0221341320455,71.0221341320455,5044.143536670262,360,1764,1,Treino
12,1,Treino,2024,10,8,10,0,202410081000,2024-10-08 10:00,357,-3,18.26153846153846,159,-2,473,16,25,104,1,-2,18,410,357,410,339.8087534942008,53,-17.1912465057992,-70.1912465057992,70.1912465057992,4926.811086037868,357,2809,1,Treino
12,1,Treino,2024,10,8,11,0,202410081100,2024-10-08 11:00,357,0,18.98461538461539,158,-1,479,18,15,105,2,-9,19,410,357,410,342.210501970902,53,-14.78949802909801,-67.78949802909801,67.78949802909801,4595.416043037083,357,2809,1,Treino
12,1,Treino,2024,10,8,12,0,202410081200,2024-10-08 12:00,359,2,19.8923076923077,158,1,482,9,7,105,2,-10,20,409,359,409,344.5851537992532,50,-14.41484620074675,-64.41484620074675,64.41484620074675,4149.272411065858,359,2500,1,Treino
12,1,Treino,2024,10,8,13,0,202410081300,2024-10-08 13:00,362,3,19.92307692307693,158,3,482,3,-6,105,2,-8,14,417,362,417,346.6942715044421,55,-15.3057284955579,-70.3057284955579,70.3057284955579,4942.895459291102,362,3025,1,Treino
12,1,Treino,2024,10,8,14,0,202410081400,2024-10-08 14:00,368,6,20.13846153846154,157,2,482,0,-10,105,2,-2,9,458,368,458,362.0195301228972,90,-5.980469877102792,-95.98046987710279,95.98046987710279,9212.250597829436,368,8100,1,Treino
12,1,Treino,2024,10,8,15,0,202410081500,2024-10-08 15:00,375,7,20.29230769230769,157,0,481,-1,-13,106,2,6,9,491,375,491,372.0356994129334,116,-2.964300587066646,-118.9643005870666,118.9643005870666,14152.50481416995,375,13456,1,Treino
12,1,Treino,2024,10,8,16,0,202410081600,2024-10-08 16:00,384,9,20.23076923076923,157,-1,475,-7,-20,106,2,19,15,491,384,491,385.4717579760817,107,1.471757976081676,-105.5282420239183,105.5282420239183,11136.20986465868,384,11449,1,Treino
12,1,Treino,2024,10,8,17,0,202410081700,2024-10-08 17:00,402,18,20.32307692307692,160,0,465,-16,-15,106,2,42,32,479,402,479,419.0026484713313,77,17.00264847133133,-59.99735152866867,59.99735152866867,3599.682190454641,402,5929,1,Treino
12,1,Treino,2024,10,8,18,0,202410081800,2024-10-08 18:00,410,8,20.27692307692308,163,2,459,-16,-7,107,3,53,40,492,410,492,409.0522116911623,82,-0.9477883088377439,-82.94778830883774,82.94778830883774,6880.33558532776,410,6724,1,Treino
12,1,Treino,2024,10,8,19,0,202410081900,2024-10-08 19:00,410,0,20.26153846153846,165,4,450,-15,-8,106,2,53,41,520,410,520,391.0356628118512,110,-18.96433718814876,-128.9643371881488,128.9643371881488,16631.80026637853,410,12100,1,Treino
12,1,Treino,2024,10,8,20,0,202410082000,2024-10-08 20:00,409,-1,20.26153846153846,167,8,437,-22,-5,107,3,50,44,538,409,538,388.1111423169075,129,-20.88885768309251,-149.8888576830925,149.8888576830925,22466.66965754236,409,16641,1,Treino
12,1,Treino,2024,10,8,21,0,202410082100,2024-10-08 21:00,417,8,20.29230769230769,168,10,429,-21,0,107,3,55,57,580,417,580,425.9503396078773,163,8.950339607877254,-154.0496603921227,154.0496603921227,23731.29786692835,417,26569,1,Treino
12,1,Treino,2024,10,8,22,0,202410082200,2024-10-08 22:00,458,41,20.32307692307692,170,12,428,-9,3,107,2,90,101,617,458,617,555.763795247653,159,97.76379524765298,-61.23620475234702,61.23620475234702,3749.872772471368,458,25281,1,Treino
12,1,Treino,2024,10,8,23,0,202410082300,2024-10-08 23:00,491,33,20.33846153846154,169,11,435,6,3,107,2,116,134,633,491,633,611.1356214532024,142,120.1356214532024,-21.86437854679764,21.86437854679764,478.0510492376648,491,20164,1,Treino
12,1,Treino,2024,10,9,0,0,202410090000,2024-10-09 00:00,491,0,20.33846153846154,169,12,445,17,-2,107,2,107,132,645,491,645,524.000998426675,154,33.00099842667498,-120.999001573325,120.999001573325,14640.75838174151,491,23716,1,Treino
12,1,Treino,2024,10,9,1,0,202410090100,2024-10-09 01:00,479,-12,20.81538461538462,171,14,451,16,0,107,2,77,117,651,479,651,439.0398921937156,172,-39.96010780628444,-211.9601078062844,211.9601078062844,44927.08730125173,479,29584,1,Treino
12,1,Treino,2024,10,9,2,0,202410090200,2024-10-09 02:00,492,13,20.76923076923077,172,15,453,8,-1,107,1,82,124,662,492,662,566.8470800164564,170,74.8470800164564,-95.1529199835436,95.1529199835436,9054.07818139465,492,28900,1,Treino
12,1,Treino,2024,10,9,3,0,202410090300,2024-10-09 03:00,520,28,20.6,172,12,458,7,5,107,1,110,145,682,520,682,635.3701734746811,162,115.3701734746811,-46.62982652531889,46.62982652531889,2174.340721781333,520,26244,1,Treino
12,1,Treino,2024,10,9,4,0,202410090400,2024-10-09 04:00,538,18,20.63846153846154,172,9,469,16,11,107,1,129,154,706,538,706,633.1021101746641,168,95.10211017466406,-72.89788982533594,72.89788982533594,5314.102340986817,538,28224,1,Treino
12,1,Treino,2024,10,9,8,0,202410090800,2024-10-09 08:00,645,12,18.45470085470085,171,1,477,0,5,107,0,154,236,749,645,749,734.4650570166532,104,89.46505701665319,-14.53494298334681,14.53494298334681,211.2645675291427,645,10816,1,Treino
12,1,Treino,2024,10,9,9,0,202410090900,2024-10-09 09:00,651,6,17.13162393162393,169,0,477,-1,9,107,0,172,234,749,651,749,711.3788583300889,98,60.37885833008886,-37.62114166991114,37.62114166991114,1415.350300547524,651,9604,1,Treino
12,1,Treino,2024,10,9,10,0,202410091000,2024-10-09 10:00,662,11,14.59316239316239,168,-1,476,-1,12,107,0,170,204,747,662,747,723.3491245493262,85,61.34912454932623,-23.65087545067377,23.65087545067377,559.363909583283,662,7225,1,Treino
12,1,Treino,2024,10,9,11,0,202410091100,2024-10-09 11:00,682,20,13.08547008547008,168,-3,475,-2,7,107,0,162,191,740,682,740,748.2280207664743,58,66.22802076647429,8.228020766474287,8.228020766474287,67.70032573353213,682,3364,1,Treino
12,1,Treino,2024,10,9,12,0,202410091200,2024-10-09 12:00,706,24,12.54700854700854,167,-5,475,-1,1,107,0,168,215,727,706,727,781.2447681149971,21,75.2447681149971,54.2447681149971,54.2447681149971,2942.494867849806,706,441,1,Treino
12,1,Treino,2024,10,9,13,0,202410091300,2024-10-09 13:00,725,19,11.208547008547,168,-4,474,-1,-8,107,0,145,246,725,725,725,801.6396744184264,0,76.63967441842635,76.63967441842635,76.63967441842635,5873.639694962395,725,0,1,Treino
12,1,Treino,2024,10,9,14,0,202410091400,2024-10-09 14:00,739,14,10.9008547008547,166,-6,473,-2,-11,107,0,122,247,727,739,727,801.6787245862355,-12,62.67872458623549,74.67872458623549,74.67872458623549,5576.911905826813,739,144,1,Treino
12,1,Treino,2024,10,9,18,0,202410091800,2024-10-09 18:00,747,-2,8.931623931623932,166,-5,471,-1,-11,108,1,85,130,713,747,713,732.2298048403817,-34,-14.77019515961831,19.22980484038169,19.22980484038169,369.7853941991671,747,1156,1,Treino
12,1,Treino,2024,10,9,19,0,202410091900,2024-10-09 19:00,740,-7,8.377777777777778,169,0,471,0,-6,108,1,58,107,709,740,709,707.1736400675369,-31,-32.82635993246311,-1.826359932463106,1.826359932463106,3.335590602906641,740,961,1,Treino
12,1,Treino,2024,10,9,20,0,202410092000,2024-10-09 20:00,727,-13,7.993162393162396,171,3,471,0,-2,109,2,21,82,697,727,697,676.1230343872433,-30,-50.87696561275675,-20.87696561275675,20.87696561275675,435.8476931962278,727,900,1,Treino
12,1,Treino,2024,10,9,21,0,202410092100,2024-10-09 21:00,725,-2,7.654700854700856,174,6,470,-1,-2,109,2,0,74,678,725,678,700.0876742314175,-47,-24.91232576858249,22.08767423141751,22.08767423141751,487.8653529532251,725,2209,1,Treino
12,1,Treino,2024,10,9,22,0,202410092200,2024-10-09 22:00,727,2,7.670085470085471,175,8,470,-1,1,109,2,-12,65,664,727,664,707.814222188896,-63,-19.185777811104,43.814222188896,43.814222188896,1919.686066017946,727,3969,1,Treino
12,1,Treino,2024,10,9,23,0,202410092300,2024-10-09 23:00,724,-3,7.470085470085469,174,6,469,-1,-1,109,2,-22,42,657,724,657,691.2326188554681,-67,-32.7673811445319,34.2326188554681,34.2326188554681,1171.87219370375,724,4489,1,Treino
12,1,Treino,2024,10,10,0,0,202410100000,2024-10-10 00:00,718,-6,6.993162393162393,173,7,469,-1,1,109,2,-31,12,654,718,654,673.6160606105605,-64,-44.38393938943955,19.61606061056045,19.61606061056045,384.7898338771813,718,4096,1,Treino
12,1,Treino,2024,10,10,1,0,202410100100,2024-10-10 01:00,715,-3,7.847008547008548,172,6,471,2,3,109,2,-34,-10,652,715,652,667.3432308197483,-63,-47.65676918025167,15.34323081974833,15.34323081974833,235.4147319880749,715,3969,1,Treino
12,1,Treino,2024,10,10,2,0,202410100200,2024-10-10 02:00,713,-2,7.908547008547009,170,4,475,6,4,109,2,-34,-26,650,713,650,656.8616309997016,-63,-56.13836900029844,6.861630999701561,6.861630999701561,47.08197997606544,713,3969,1,Treino
12,1,Treino,2024,10,10,3,0,202410100300,2024-10-10 03:00,709,-4,7.831623931623932,169,4,477,6,3,109,1,-31,-37,645,709,645,651.310963763873,-64,-57.68903623612698,6.310963763873019,6.310963763873019,39.82826362891831,709,4096,1,Treino
12,1,Treino,2024,10,10,4,0,202410100400,2024-10-10 04:00,697,-12,7.816239316239316,167,1,477,2,1,109,2,-30,-52,631,697,631,622.8135888727741,-66,-74.18641112722594,-8.186411127225938,8.186411127225938,67.01732714396866,697,4356,1,Treino
12,1,Treino,2024,10,10,5,0,202410100500,2024-10-10 05:00,678,-19,7.647008547008547,166,-3,477,0,1,110,2,-47,-71,614,678,614,590.3602322715722,-64,-87.63976772842784,-23.63976772842784,23.63976772842784,558.8386182540185,678,4096,1,Treino
12,1,Treino,2024,10,10,9,0,202410100900,2024-10-10 09:00,652,-2,7.696581196581197,166,-8,478,1,1,111,2,-63,-73,579,652,579,577.8709757697119,-73,-74.12902423028811,-1.12902423028811,1.12902423028811,1.274695712577659,652,5329,1,Treino
12,1,Treino,2024,10,10,10,0,202410101000,2024-10-10 10:00,650,-2,7.665811965811966,164,-9,478,1,0,111,2,-63,-77,586,650,586,575.1643187291259,-64,-74.83568127087415,-10.83568127087415,10.83568127087415,117.4119886039728,650,4096,1,Treino
12,1,Treino,2024,10,10,11,0,202410101100,2024-10-10 11:00,645,-5,7.835042735042736,160,-12,477,-1,0,111,2,-64,-79,567,645,567,566.425451551636,-78,-78.574548448364,-0.5745484483639984,0.5745484483639984,0.3301059195174782,645,6084,1,Treino
12,1,Treino,2024,10,10,12,0,202410101200,2024-10-10 12:00,631,-14,7.942735042735043,151,-19,478,0,1,111,2,-66,-87,538,631,538,539.0495384718248,-93,-91.9504615281752,1.049538471824803,1.049538471824803,1.101531003840343,631,8649,1,Treino
12,1,Treino,2024,10,10,14,0,202410101400,2024-10-10 14:00,594,-20,7.542735042735043,144,-23,481,3,2,112,3,-70,-119,509,594,509,507.6791352257277,-85,-86.32086477427231,-1.320864774272309,1.320864774272309,1.744683751913437,594,7225,1,Treino
12,1,Treino,2024,10,10,15,0,202410101500,2024-10-10 15:00,575,-19,7.496581196581196,157,-9,481,2,-2,112,3,-82,-134,523,575,523,510.1719440419147,-52,-64.82805595808532,-12.82805595808532,12.82805595808532,164.5590196637681,575,2704,1,Treino
12,1,Treino,2024,10,10,19,0,202410101900,2024-10-10 19:00,567,-19,7.58034188034188,167,1,478,1,3,114,3,-78,-90,545,567,545,509.9445352196979,-22,-57.05546478030215,-35.05546478030215,35.05546478030215,1228.885610963004,567,484,1,Treino
12,1,Treino,2024,10,10,20,0,202410102000,2024-10-10 20:00,538,-29,7.595726495726495,168,4,494,19,16,114,3,-93,-116,533,538,533,512.8118952497241,-5,-25.1881047502759,-20.1881047502759,20.1881047502759,407.5595734081123,538,25,1,Treino
12,1,Treino,2024,10,10,21,0,202410102100,2024-10-10 21:00,514,-24,8.226495726495726,169,9,505,27,11,116,5,-100,-138,518,514,518,495.4256800995438,4,-18.5743199004562,-22.5743199004562,22.5743199004562,509.599918968133,514,16,1,Treino
12,1,Treino,2024,10,10,22,0,202410102200,2024-10-10 22:00,509,-5,8.564957264957265,168,17,509,15,4,116,5,-85,-141,505,509,505,492.951893725538,-4,-16.04810627446204,-12.04810627446204,12.04810627446204,145.1568648007317,509,16,1,Treino
12,1,Treino,2024,10,10,23,0,202410102300,2024-10-10 23:00,523,14,9.58034188034188,168,27,510,5,0,116,5,-52,-122,498,523,498,493.7983171183597,-25,-29.20168288164029,-4.201682881640295,4.201682881640295,17.65413903786909,523,625,1,Treino
12,1,Treino,2024,10,11,3,0,202410110300,2024-10-11 03:00,545,-4,14.24957264957265,164,3,500,-9,-9,125,12,-22,-30,501,545,501,496.3901677545508,-44,-48.60983224544918,-4.609832245449184,4.609832245449184,21.25055333118306,545,1936,1,Treino
12,1,Treino,2024,10,11,4,0,202410110400,2024-10-11 04:00,533,-12,13.72649572649573,155,-10,494,-14,-8,134,20,-5,-36,492,533,492,464.8892212750657,-41,-68.11077872493433,-27.11077872493433,27.11077872493433,734.9943230723521,533,1681,1,Treino
12,1,Treino,2024,10,11,5,0,202410110500,2024-10-11 05:00,518,-15,13.26495726495727,157,-10,493,-7,-1,144,30,4,-61,476,518,476,439.2920126391415,-42,-78.70798736085851,-36.70798736085851,36.70798736085851,1347.476336084948,518,1764,1,Treino
12,1,Treino,2024,10,11,6,0,202410110600,2024-10-11 06:00,505,-13,12.91111111111111,160,-8,493,-1,2,153,39,-4,-81,459,505,459,425.5630625899454,-46,-79.43693741005461,-33.43693741005461,33.43693741005461,1118.028783363909,505,2116,1,Treino
19,1,Treino,2025,8,20,14,0,202508201400,2025-08-20 14:00,269,-23,9.475000000000003,116,39,284,-1,-1,89,2,-116,-131,367,269,367,400.7050429491533,98,131.7050429491533,33.70504294915327,33.70504294915327,1136.029920204266,269,9604,1,Treino
19,1,Treino,2025,8,20,15,0,202508201500,2025-08-20 15:00,259,-10,9.04166666666667,114,39,284,-1,-1,89,2,-122,-137,370,259,370,378.2220641667587,111,119.2220641667587,8.222064166758742,8.222064166758742,67.60233916229812,259,12321,1,Treino
19,1,Treino,2025,8,20,16,0,202508201600,2025-08-20 16:00,285,26,8.991666666666669,113,38,283,-1,16,89,2,-92,-108,373,285,373,391.6817445154753,88,106.6817445154753,18.68174451547532,18.68174451547532,349.007578141492,285,7744,1,Treino
19,1,Treino,2025,8,20,17,0,202508201700,2025-08-20 17:00,328,43,8.958333333333334,112,38,315,31,49,89,1,-45,-61,377,328,377,340.2171553277747,49,12.21715532777466,-36.78284467222534,36.78284467222534,1352.977662181056,328,2401,1,Treino
19,1,Treino,2025,8,20,18,0,202508201800,2025-08-20 18:00,349,21,8.958333333333334,110,36,381,98,76,89,2,-20,-36,384,349,384,349.9840813839528,35,0.9840813839527982,-34.0159186160472,34.0159186160472,1157.082719293547,349,1225,1,Treino
